41, 5993
37, 2090
32, 3068
28, 2028
32, 3298
32, 3919
46, 18947
50, 2683
41, 19545
37, 3022
46, 5772
28, 3441
37, 5993
32, 6162
50, 18740
55, 14756
32, 6220
37, 13664
46, 5021
55, 10239
23, 2322
46, 9619
46, 10673
32, 5010
28, 4221
37, 2073
32, 2956
37, 5163
50, 18172
37, 7428
19, 1675
50, 9208
41, 8189
32, 4200
32, 4668
41, 17181
41, 2238
19, 1483
32, 8998
28, 2713
50, 19926
41, 2451
32, 3038
19, 2325
19, 1102
46, 10453
41, 3140
50, 3690
55, 18722
37, 3564
46, 9396
32, 10400
41, 13591
37, 12185
37, 2793
50, 19517
32, 3931
32, 3730
32, 4465
41, 3072
37, 3920
37, 10048
32, 2794
32, 2176
46, 16872
28, 3485
55, 19045
28, 2070
37, 6502
37, 13603
50, 19144
55, 5415
37, 2115
28, 3310

37, 2326
41, 16015
28, 5661
32, 5484
32, 5228
32, 5055
28, 3464
37, 6347
23, 2904
41, 6032
32, 2370
37, 5974
37, 3452
46, 5258
41, 9355
50, 10496
28, 5253
55, 16659
37, 3034
37, 4197
37, 4449
41, 8392
28, 4558
46, 4810
19, 2564
50, 17046
46, 17861
46, 9071
55, 16835
41, 6230
41, 6811
37, 7491
46, 10527
41, 16595
37, 8834
32, 4707
37, 6447
50, 18200
37, 9602
32, 6322
37, 9434
23, 2819
37, 4680
50, 3221
32, 5396
50, 6796
32, 11159
41, 19141
41, 19189
50, 3875
28, 2216
23, 2500
32, 5309
23, 3505
55, 19859
37, 2782
23, 1601
50, 17639

28, 4382
32, 6162
55, 5160
28, 4779
32, 4403
32, 5175
37, 6334
28, 4936
32, 2314
32, 6524
37, 2973
37, 7642
50, 17924
32, 2795
28, 4908
41, 2778
28, 2377
32, 2332
41, 4721
19, 2121
32, 6725
37, 10609
50, 17399
41, 19419
50, 13973
46, 10845
41, 5003
50, 2380
37, 4777
55, 6385
41, 19973
50, 6347
32, 4025
28, 1052
50, 19237
37, 4107
46, 19627
55, 16756
46, 4615
28, 8722
41, 3376
55, 10976
28, 3660
28, 2207
37, 6694
28, 2596
50, 4728
28, 7655
46, 17465
28, 3201
28, 2703
41, 4766
37, 5731
28, 2515
32, 2827
19, 2552
37, 6474
46, 17048
41, 2107
50, 17856
28, 3196
46, 19081
46, 7379
32, 2743
32, 4998

19, 1859
19, 2994
23, 1223
55, 13577
46, 18789
28, 2154
28, 3867
28, 2080
32, 6209
32, 4883
46, 3423
28, 6674
50, 16880
41, 6151
55, 19187
41, 4103
55, 13695
28, 4724
41, 5467
37, 2996
32, 4078
37, 3629
55, 14732
37, 3500
32, 9204
41, 2127
46, 10096
28, 8463
28, 2909
55, 4035
28, 2561
28, 1563
28, 4898
28, 6549
32, 11244
46, 16606
23, 2272
50, 14411
37, 4285
32, 5878
32, 4087
55, 19586
50, 19331
23, 2073
46, 17567
28, 2408
50, 11245
32, 3312
28, 4877
37, 5768
37, 3936

50, 13269
32, 5470
41, 7082
23, 3989
32, 1393
55, 3537
37, 9525
23, 2275
41, 9241
32, 3433
41, 6430
46, 5562
46, 10368
32, 6735
23, 3295
32, 9610
32, 2718
55, 19038
41, 2289
37, 4189
46, 19328
37, 4071
28, 2044
46, 7991
37, 4213
41, 6870
41, 10447
46, 8926
28, 3591
32, 4648
46, 8578
28, 2706
32, 9907
46, 13225
46, 7314
55, 2662
28, 2856
37, 4284
41, 4393
28, 6834
28, 9854
32, 2432
28, 2144
32, 6667
28, 2367
32, 9679
55, 19636
23, 2647
41, 2782
32, 2837
32, 2269
32, 10422
37, 13744
23, 1790
41, 13570
41, 8938
32, 2439
50, 6728
50, 10854

