33, 2909
38, 9526
29, 4193
29, 9980
38, 3944
24, 4011
42, 6825
33, 2496
24, 2293
33, 5376
33, 13458
38, 2406
29, 2703
38, 5329
56, 7260
51, 2075
51, 5441
24, 4999
51, 7484
24, 2774
33, 6146
56, 4963
51, 19537
51, 10650
38, 4317
29, 4319
51, 6132
38, 8686
56, 4257
33, 2500
38, 2288
33, 2756
51, 13734
42, 5265
38, 6553
38, 6261
38, 6673
29, 7639
51, 12490
29, 2058
33, 2622
38, 10609
29, 7918
29, 2389
42, 19232
33, 2436
33, 2707
33, 2911
29, 2340
42, 6545
29, 6931
42, 2593
51, 2723
38, 5249
29, 6644
47, 11849
38, 5605
42, 4907
29, 4554
38, 5745

42, 13525
51, 5482
38, 12061
33, 11878
33, 4682
47, 18300
29, 2119
29, 3983
38, 11510
29, 8268
47, 2976
42, 15992
29, 4649
42, 2696
42, 6781
33, 2851
29, 2201
51, 4936
24, 4260
42, 2576
56, 13212
42, 4556
60, 19566
42, 4523
24, 3202
38, 1702
29, 11935
29, 2546
60, 10266
47, 5070
33, 13610
33, 3408
42, 2093
42, 7406
29, 4262
33, 16184
24, 2400
38, 9824
24, 2725
24, 2127
24, 2886
42, 4089
38, 2619
33, 7104
29, 5561
33, 7725
33, 3348
38, 4028
29, 2720
24, 4577
38, 7625
47, 4960
60, 5405
38, 7861
47, 13770
29, 2642
42, 2759
56, 11103
29, 2297
38, 3057
33, 2686
47, 6397
29, 4335
38, 5980
42, 18430
24, 2694
29, 2319
33, 11691
33, 5324
47, 16752

29, 2700
42, 6062
42, 4434
38, 6288
51, 16307
33, 4037
42, 2515
24, 3162
38, 2899
42, 5231
29, 2800
47, 4537
33, 2277
29, 2532
47, 3294
42, 6244
33, 2799
38, 13582
33, 6949
29, 2157
38, 5666
47, 5067
33, 17444
29, 2404
33, 3452
33, 5488
47, 4163
38, 2684
24, 4377
42, 18303
38, 6861
33, 2342
38, 2821
56, 2942
51, 2461
38, 8823
33, 7119
33, 4508
33, 2313
42, 17665
33, 4302
38, 8740
29, 2514
38, 7351
29, 3291
42, 4272
29, 5056
38, 2844
33, 8224
29, 7336
42, 13758
42, 5155
24, 3597
56, 19943
29, 3131
29, 2168
33, 3600
24, 2210
33, 4539
42, 6272
60, 5220
33, 2781

42, 13191
29, 3760
29, 6623
29, 16124
33, 8380
51, 19847
42, 2372
51, 2838
29, 3339
42, 17861
56, 19717
51, 14026
38, 6893
51, 13142
56, 13402
38, 2610
51, 10596
33, 9998
42, 16799
29, 7988
29, 7553
47, 3420
56, 2066
47, 17169
24, 4162
33, 4373
42, 3673
29, 5765
24, 3172
24, 2033
29, 8620
33, 3838
47, 4591
29, 3180
33, 6388
29, 2362
42, 4841
29, 9715
33, 4320
42, 10124
33, 5207
24, 2296
29, 2451
33, 6392
38, 6077
38, 4855
38, 9924
38, 4198
29, 4723
29, 8853
42, 19613
47, 19658
38, 7756
24, 3760
29, 5869

38, 4735
29, 4187
33, 5505
38, 2440
47, 15972
33, 5368
38, 3306
60, 10883
33, 2028
24, 4401
29, 2974
24, 1555
47, 12936
24, 3907
47, 4978
24, 2145
29, 2760
29, 6294
33, 5147
33, 8564
38, 2468
29, 2109
38, 5811
42, 2766
33, 3055
38, 3702
51, 13116
33, 3143
42, 5538
38, 2592
47, 10333
38, 5405
29, 2335
29, 3812
42, 2936
47, 2105
29, 6384
42, 3968
29, 2804
29, 2439
29, 2062
56, 2587
42, 13348
33, 5487
29, 1091
47, 5467
56, 5380
38, 2133
38, 4771
42, 5087
29, 5373
38, 2858
33, 5968
38, 2991
42, 4332
24, 4617
47, 8633
33, 2008
38, 4440
38, 5321
42, 5410
47, 11957
33, 4878
38, 13206
56, 6306
29, 4787
42, 18880
56, 2339
38, 5343
29, 4025
29, 3785

