34, 2661
34, 11994
34, 2960
39, 2086
43, 2645
34, 4568
48, 5381
34, 4325
20, 2926
34, 4809
25, 5744
25, 2889
34, 6074
34, 4505
34, 11631
43, 16959
43, 4739
39, 5902
25, 8639
34, 2231
57, 9439
34, 2311
34, 9547
52, 19999
43, 2089
34, 3815
52, 3212
43, 16064
52, 19068
39, 2232
34, 5957
39, 10938
25, 4898
25, 4000

39, 9613
39, 17068
43, 2455
52, 4941
39, 19272
39, 5238
43, 5257
43, 9985
48, 12504
57, 6755
34, 5304
43, 14336
34, 6538
43, 2258
43, 4522
25, 4487
39, 19197
25, 4031
52, 7969
52, 16555
34, 2351
57, 14118
34, 2768
34, 9950
48, 4051
39, 3755
34, 5337
52, 5577
25, 2096
34, 3622
20, 2836
43, 16627
43, 5679
48, 15402
34, 2579
34, 2691
20, 1009
25, 4851
48, 8120
34, 8621
39, 4553
43, 6804
34, 6142
39, 6389
34, 5121
52, 16856
25, 6180
34, 6274
52, 4258
34, 3280
34, 4381
34, 6500
52, 3149

34, 2553
43, 17159
34, 3737
25, 3424
52, 13826
25, 4194
25, 4256
43, 5562
39, 5204
43, 4765
20, 2044
39, 2404
34, 2008
48, 2259
25, 2413
20, 2973
52, 17099
39, 7880
20, 2600
48, 4240
48, 10999
39, 12742
52, 19845
39, 10880
34, 9725
34, 2220
43, 10798
20, 2323
34, 7756
25, 3691
34, 2979
48, 16885
52, 10445
43, 10820
39, 12169
39, 6782
34, 4033
34, 5714
34, 5343
43, 5346
20, 3033
20, 2678

25, 4950
43, 19740
48, 2559
48, 18265
34, 2585
25, 1118
34, 4538
34, 4444
34, 4490
43, 10231
25, 2096
39, 17123
39, 3904
52, 8446
39, 4534
34, 8500
34, 6125
25, 3669
48, 7898
34, 2029
34, 5429
34, 6687
39, 6120
39, 10920
25, 6232
52, 13247
43, 4081
52, 2950
25, 3229
34, 2996
25, 4400
34, 3294
39, 3646
48, 5486
34, 2742
34, 4759
57, 4900
34, 17007
34, 4599
39, 8376
34, 7083
34, 2308
48, 6439
48, 2367
34, 2972
34, 5484
39, 8237
34, 5063
43, 4876
34, 4724
39, 5377
39, 3069
39, 5042
48, 15202
25, 5206
39, 5295

20, 2783
34, 5433
43, 17603
20, 2728
48, 2655
34, 3986
34, 2929
43, 7847
39, 6472
34, 2932
43, 2437
34, 4001
43, 3539
34, 6029
39, 13464
34, 5346
39, 4127
43, 2438
34, 6799
43, 5675
43, 19392
48, 19665
39, 3902
34, 9713
48, 17174
34, 2307
34, 8103
39, 5736
34, 5747
39, 5151
34, 9888
34, 8628
43, 7510
39, 13341
25, 2187
25, 3977
39, 4108
25, 4907
52, 3482
39, 19431
34, 6712
39, 12031
39, 9991
34, 4404

