27, 3468
59, 2670
36, 5237
31, 2911
22, 2935
36, 3407
36, 3419
27, 2341
27, 8726
31, 5915
59, 7637
36, 10096
36, 6499
45, 9724
36, 3388
59, 5473
31, 2501
36, 3038
31, 4424
45, 13245
40, 13503
54, 13549
59, 18844
22, 2871
54, 17328
36, 9738
36, 2835
31, 6172
22, 2523
31, 4559
36, 4941
45, 3452
40, 5605
45, 2348
40, 10855
22, 2323
27, 2024
27, 2566
27, 3058
36, 2088
45, 5006
31, 3929
40, 19033
27, 2279
45, 16792
27, 4298
40, 2741
22, 2328
36, 2153
40, 4876
27, 9981
45, 8865
54, 5940
36, 5914
31, 4345
59, 2177
59, 2267
40, 3319
45, 19202
31, 13675
45, 6434
40, 19436
31, 3479
31, 5582
45, 13496
36, 3210
36, 4485

31, 2789
18, 1420
36, 3688
18, 1200
31, 6929
36, 5674
31, 4821
31, 6410
45, 5210
31, 2695
27, 2478
27, 4478
31, 7547
31, 8943
27, 6349
54, 4869
45, 3697
40, 7457
27, 6214
31, 7143
36, 6653
36, 9699
40, 2213
40, 6380
31, 2657
27, 3816
36, 2543
22, 2244
36, 7596
40, 5715
40, 3448
54, 19406
31, 4306
31, 2218
45, 2654
40, 18041
54, 3780
31, 10648
31, 9824
36, 9980
22, 3894
40, 13237
31, 6582
45, 4805
31, 11557
18, 1878
40, 10932
31, 4233
31, 5460
27, 2187
27, 3041
22, 2773
45, 4286
54, 10725
36, 8847
27, 2045
27, 4647
27, 7412
40, 10475
27, 8793
36, 11713
40, 2342
27, 6811
45, 6632
36, 7587
54, 5485
27, 4342
40, 4244

36, 5228
36, 2143
40, 5094
45, 2274
27, 12808
27, 1706
36, 6201
45, 10761
22, 4775
36, 2342
31, 2356
36, 6586
22, 4171
27, 2318
31, 2329
31, 6932
36, 4678
40, 9705
36, 2519
31, 5855
40, 3617
36, 10325
45, 4447
40, 13194
36, 5079
31, 2321
45, 2270
27, 2811
45, 3633
31, 4148
18, 1051
54, 10739
22, 2451
27, 4227
59, 13726
36, 2743
45, 17650
59, 11904
45, 2177
36, 4834
40, 8396
54, 10686
36, 8858
40, 10322
27, 4621
45, 5593
40, 19626
36, 7779
31, 2791
18, 1904
31, 2610
27, 2539
40, 13499
40, 4422
45, 4477
22, 2853
40, 4327
36, 2741
36, 10252
40, 6852

27, 2235
54, 10502
54, 17779
31, 6833
31, 6812
59, 5171
36, 3692
27, 2517
45, 18824
59, 10512
36, 5410
45, 18061
36, 7094
40, 9094
31, 9852
31, 2302
40, 3544
40, 4661
40, 2387
36, 4639
27, 2534
18, 1611
27, 5071
40, 6377
31, 2785
31, 6179
27, 5769
27, 2394
54, 17328
36, 9278
31, 1359
31, 16422
31, 1261
27, 2099
36, 5810
36, 5647
40, 3975
31, 10793
31, 7446
45, 10851
31, 2109
31, 3722
45, 9380
40, 13757
40, 2345
54, 16032
40, 2018
31, 4084
45, 2132
40, 5473
40, 16437
40, 4069
45, 7441
36, 2644
36, 6815
36, 5562
40, 4639
22, 2814
45, 5769
45, 4385
31, 5332
36, 4663
27, 4066
18, 1569
40, 10435
45, 5770
40, 7945
27, 3517
27, 2580
40, 2166
36, 8008

36, 2013
36, 4374
36, 6842
54, 17426
31, 5476
36, 5347
36, 4502
45, 10748
45, 16704
31, 3477
40, 6516
36, 6134
31, 5238
40, 19833
45, 9756
31, 8346
27, 3445
31, 8161
22, 2398
31, 5468
36, 8321
40, 3377
40, 6513
40, 4448
54, 6854
31, 9637
18, 1514
31, 2956
45, 5154
36, 6962
27, 2379
27, 3540
27, 4774
22, 2472
36, 5673
31, 4197
45, 5906
36, 3886
40, 16823
27, 6500
36, 5507
31, 6583
31, 3978
45, 5399
27, 2226
27, 2863
31, 3065
36, 2810
31, 5003
27, 4105
31, 5617
54, 2897
31, 1129
31, 11031
54, 4440
40, 6323
40, 5677
31, 3067
22, 3375
40, 2406
36, 7644
36, 5131
36, 5406
36, 6652
45, 4850
40, 2809
40, 2001
31, 9936
36, 2571
27, 6142

